Text,Normalized Result,label
泌乳素型垂体腺瘤,垂体腺瘤 垂体良性肿瘤,1.0
新生儿应激性溃疡,新生儿消化性溃疡,1.0
双足青少年柔韧性平足全身松弛症,扁平足,1.0
胃癌化疗后恶心食欲不振,胃恶性肿瘤 恶心 食欲不振 癌 化学治疗,1.0
左股骨干骨折术后内固定物取出术后,股骨干骨折 骨折术后 取出内固定装置,1.0
高直后位难产,高直后位引起的梗阻性分娩,1.0
面部皮肤擦伤,面部擦伤,1.0
肝外胆管扩张,胆管扩张,1.0
血液粘滞,高粘滞综合征,1.0
肝左叶胆管上皮异型性增生,胆道不典型增生,1.0
右额部肿块,头部占位,1.0
大疱性表皮松解坏死型药物疹,莱尔综合征lyell综合征,1.0
肝硬变食管静脉曲张,肝硬化 食管静脉曲张,1.0
右手第三掌骨脱位第二掌骨小多角骨脱位,掌指关节脱位,1.0
左侧颞顶部颅内异常信号影,颅骨和头诊断性影像检查的异常所见不可归类在他处者,1.0
糖皮质激素诱导性骨质疏松症,骨质疏松 激素药物反应,1.0
脐茸,脐茸,1.0
全身多处犬咬伤术后,多处开放性损伤 被狗咬伤,1.0
交叉韧带肿胀,膝关节十字韧带损伤,1.0
支气管扩张 慢性阻塞性肺疾病 过敏性鼻炎变应性鼻炎,支气管扩张症 慢性阻塞性肺疾病 过敏性鼻炎变应性鼻炎,1.0
食道胃底静脉重度曲张,胃底静脉曲张 食管静脉曲张,1.0
腹痛胆石症胆囊炎,胆囊炎 腹痛 胆石症,1.0
肝脏挫伤术后,肝挫伤 肝术后,1.0
截瘫康复期外伤后,未特指的截瘫 治疗后恢复期,1.0
盆腔静脉瘀血症轻度,盆腔静脉充盈综合征,1.0
左手拇指开放性脱位,拇指关节脱位 拇指开放性损伤,1.0
右侧输卵管异位妊娠,输卵管妊娠,1.0
2型糖尿病伴有酮症酸中毒,2型糖尿病性酮症酸中毒,1.0
阴道前壁中度膨出后壁轻度膨出,阴道前后壁脱垂,1.0
右下肢静脉栓塞和血栓形成,下肢静脉血栓形成 静脉栓塞,1.0
双肺多发异常密度影复诊,肺部阴影,1.0
外阴色素沉积,色素沉着未特指的疾患,1.0
左桡骨腕骨骨折,桡骨骨折 腕骨骨折,1.0
左眼人工晶体植入状态右眼黄斑陈旧性病变,人工晶体植入状态 视网膜病,1.0
梅尼埃氏病,梅尼埃病,1.0
食管胃交界溃疡型低分化腺癌,食管胃连接部恶性肿瘤 腺癌,1.0
糖尿病胸闷胸痛,糖尿病 胸闷 胸痛,1.0
双下肢大隐筋脉曲张,大隐静脉曲张,1.0
血液化学特指异常所见TPSA升高,肿瘤标记物升高,1.0
骨折外伤,骨折,1.0
胃窦腺癌,胃窦恶性肿瘤 腺癌,1.0
结肠毛细管血管扩张症,胃肠道毛细血管扩张症,1.0
右踝距骨舟骨跖骨异常信号骨梗死可能,骨坏死,1.0
前列腺癌肺M,前列腺恶性肿瘤 肺继发恶性肿瘤 癌 转移性癌,1.0
AS致双髋强直破坏,强直性脊柱炎,1.0
骶尾部皮肤软组织广泛撕脱伴缺损,躯干开放性损伤 皮肤缺损,1.0
前列腺癌骨转移,前列腺恶性肿瘤 癌 骨继发恶性肿瘤 转移性癌,1.0
恶性肿瘤局部动脉灌注治疗,部位未特指的恶性肿瘤 恶性肿瘤灌注治疗,1.0
胃体Dieulafoy病,胃粘膜下恒径动脉破裂出血,1.0
胃窦多发早期carcinoma,胃窦恶性肿瘤 癌,1.0
功能性吞咽不畅,吞咽困难,1.0
右肾萎缩并多发小囊肿,肾萎缩 肾囊肿,1.0
结肠癌术后第二次化疗后,结肠恶性肿瘤 癌 恶性肿瘤术后化疗,1.0
双手皮肤破损及水泡,手部水泡 手部开放性损伤,1.0
高癌胚抗原血症,CEA升高,1.0
颈胸椎发育畸形,先天性颈椎畸形 先天性胸椎畸形,1.0
睾丸精原细胞瘤C62101M906103,睾丸恶性肿瘤 精原细胞瘤,1.0
腹泻病支气管肺炎恢复期,支气管肺炎小叶性肺炎 肺炎恢复期 O,1.0
宫颈鳞癌ⅢB期放化疗后,子宫颈恶性肿瘤 鳞状细胞癌 化学治疗 恶性肿瘤放疗,1.0
颈部腮裂瘘残留,鳃裂瘘,1.0
凝血功能障碍维生素K依赖性,凝血功能障碍 维生素K缺乏,1.0
先天性子宫附件缺如,先天性输卵管缺如 先天性卵巢缺如,1.0
4右小腿外伤伤口感染,小腿损伤 腿部感染,1.0
双侧基底节区及脑桥腔隙灶深部脑白质缺血,腔隙性脑梗死 基底节脑梗死 脑血管供血不足,1.0
蓝趾指综合征,蓝趾综合征,1.0
G4P2孕335周宫内妊娠,孕33周,1.0
预防乙肝,其他特指的预防措施,1.0
左下肺结节肺癌,肺占位性病变 左肺下叶恶性肿瘤 癌,1.0
感染性疾病脑梗后低血糖,感染 脑梗死 低血糖症,1.0
黄斑变性注药术后,黄斑变性 眼术后,1.0
壶腹腺癌,法特壶腹恶性肿瘤 腺癌,1.0
肛门和直肠疾患痔疮,痔 肛门和直肠未特指的疾病,1.0
肝内外胆管结石伴胆管炎,胆管结石伴胆管炎,1.0
盆腔包块待查1卵巢囊肿2卵巢肿瘤3炎性包块,盆腔肿物 卵巢囊肿,1.0
原发不输卵管性排卵异常,原发不孕 输卵管起因的女性不孕症,1.0
腹腔热灌注化疗后,化学治疗,1.0
左拇趾及左足背缺血坏死,下肢皮肤坏死,1.0
左踝关节重度创伤性OA,踝关节损伤 踝骨关节病,1.0
外伤性C45不稳定伴不全瘫,不完全性瘫痪 颈椎不稳定,1.0
Ebstein畸形术后,埃布斯坦畸形Ebstein畸形,1.0
粒细胞减少症幼儿急疹,中性粒细胞减少症 幼儿急疹,1.0
颈背部肿物,颈部肿物,1.0
右腮腺肿块,唾液腺肿物,1.0
颈椎病伴C37椎间盘突出,颈椎间盘突出,1.0
低钠低钙低氯原因,低钠血症 低氯血症 低钙血症,1.0
急性移植物抗宿主反应皮肤肠道,急性移植物抗宿主病,1.0
喘息性支气管炎支气管肺发育不良,气管支气管炎 先天性肺发育不全 先天性支气管发育不全,1.0
急性脑梗死右侧颞顶枕叶急性梗塞灶,脑梗死 多发性脑梗死,1.0
变态反应性肠病,变态反应,1.0
阵发性夜间血红蛋白尿马尔基亚法瓦米凯利,阵发性睡眠性血红蛋白尿,1.0
右眼睑皮肤过敏,眼睑变应性皮炎,1.0
胸椎管内神经鞘瘤,神经鞘瘤 椎管内良性肿瘤,1.0
双肺胸膜下微小结节,肺占位性病变 胸膜占位,1.0
十二指肠隆起型中低分化腺癌,十二指肠恶性肿瘤 腺癌,1.0
进展期胃癌IV期,胃恶性肿瘤 癌,1.0
胫骨软骨瘤,胫骨良性肿瘤 软骨瘤,1.0
卵圆孔未闭,卵圆孔未闭,1.0
双侧豆状核变性萎缩,大脑变性 脑萎缩,1.0
血铅高钙不足,低钙血症 铅中毒,1.0
左顶枕骨瘤,骨瘤 枕骨良性肿瘤 顶骨良性肿瘤,1.0
脑梗死记忆力减退高脂血症骨质疏松,脑梗死 高脂血症 骨质疏松,1.0
右肺上叶大细胞癌中医治疗,右肺上叶恶性肿瘤 大细胞癌 恶性肿瘤中医治疗,1.0
急性脑梗死多发陈旧性脑梗死,脑梗死 陈旧性脑梗死 多发性脑梗死,1.0
手指脱位,指关节脱位,1.0
右上肺斑片状影陈旧性病灶,肺病 肺部阴影,1.0
胸9锥体放疗后,放射治疗,1.0
直肠癌术后低蛋白血症前列腺增生,直肠术后 直肠恶性肿瘤 癌 低蛋白血症 前列腺增生,1.0
眼外肌不全麻痹右外直肌右下直肌,眼下直肌麻痹,1.0
右肩脱位,肩关节脱位盂肱关节脱位,1.0
1全身肌张力增高待查,肌张力障碍,1.0
单绒毛膜双羊膜囊双胎妊娠 ,双胎妊娠,1.0
先天性喉哮鸣,先天性喉喘鸣,1.0
心律失常窦性心动过缓,窦性心动过缓 心律失常,1.0
食管鳞ca胃食管结合部腺ca,食管恶性肿瘤 鳞状细胞癌 食管胃连接部恶性肿瘤 腺癌,1.0
左肾低密度影请结合超声除外囊肿,泌尿器官诊断性影像检查的异常所见,1.0
盆腔肿物怀疑直肠癌,盆腔肿物 直肠恶性肿瘤 癌,1.0
降结肠粘液腺癌术后,降结肠恶性肿瘤 粘液腺癌 结肠术后,1.0
输卵管癌ⅢC期,输卵管恶性肿瘤 癌,1.0
低钾低钠待查过敏性性休克致,低钾血症 低钠血症 过敏性休克,1.0
牙髓病龋病,牙髓和根尖周组织其他和未特指的疾病 龋病,1.0
中枢神经运动协调障碍,中枢性协调障碍,1.0
横结肠造痿术后,结肠造口状态,1.0
肺心病心衰肺脑,肺源性心脏病 心力衰竭 肺性脑病,1.0
冠心病心律失常型 水肿行动不便,冠心病心律失常型 水肿,1.0
升结肠癌pT2N0 ,升结肠恶性肿瘤 癌,1.0
宫颈炎性疾病子宫肌瘤术后,宫颈炎性疾病 子宫平滑肌瘤 子宫平滑肌瘤 子宫术后,1.0
食管鳞癌维持性化学治疗,食管恶性肿瘤 鳞状细胞癌 恶性肿瘤维持性化学治疗,1.0
急性支气管炎骨关节病睡眠障碍,急性支气管炎 骨关节病 睡眠障碍,1.0
肥胖症,肥胖,1.0
直肠溃疡型中分化乳头状管状腺癌,直肠恶性肿瘤 乳头状管状腺癌,1.0
陈旧性虹膜炎,虹膜炎,1.0
男性功能减退,未特指的性功能障碍非由器质性障碍或疾病引起,1.0
颈部劳损,颈部其他和未特指部位关节和韧带扭伤和劳损,1.0
左足皮肤肿瘤,足部肿瘤,1.0
右肘关节肱骨滑车撕脱性骨折,肱骨滑车骨折,1.0
急性广泛前壁ST段抬高型心肌梗,急性广泛前壁心肌梗死 急性ST段抬高型心肌梗死,1.0
口腔溃疡并感染,口腔粘膜溃疡 口腔感染,1.0
右腕背玻璃割伤,腕部开放性损伤 玻璃割伤,1.0
左膝内侧滑膜皱裂嵌顿,膝关节滑膜皱襞综合征,1.0
胃窦中低分化腺癌IV期,胃窦恶性肿瘤 腺癌,1.0
颈外静脉局限性曲张性病变右,静脉曲张,1.0
高血压病药物控制后血压正常中危,高血压,1.0
肝癌晚期,肝恶性肿瘤 癌,1.0
左眼急性视网膜坏死综合症,急性视网膜坏死综合征,1.0
左拇外伤术后,手部损伤,1.0
腰椎压缩性骨折骨水泥术后,腰椎压缩性骨折 腰椎术后,1.0
1妊4产2妊356周LSA剖宫产单臀,无指征剖宫产的单胎分娩,1.0
双侧颊部及下颌牙龈扁平苔藓免疫异常,口腔扁平苔癣 扁平苔癣,1.0
颧部褐青色斑,真皮痣,1.0
鼻窦乳头状瘤术后复发,鼻窦良性肿瘤 乳头状瘤,1.0
1双侧侧脑室旁点状脱髓鞘改变,脱髓鞘性脑病,1.0
左手多处皮肤划伤,多处皮肤浅表损伤 手部损伤,1.0
胃体低分化腺癌伴印戒细胞癌IV期,胃体恶性肿瘤 腺癌 印戒细胞癌,1.0
胸水原因胸腹腔膈肌瘘,胸腔积液,1.0
中枢脱髓鞘疾病播脑后遗症,未特指的中枢神经系统脱髓鞘病,1.0
甲状腺乳头状微癌,甲状腺恶性肿瘤 乳头状微小癌,1.0
经腹子宫下段剖宫产术签名,经未特指的剖宫产术分娩,1.0
下颌骨成釉细胞瘤术后,成釉细胞瘤 下颌骨良性肿瘤,1.0
食道异物穿孔伴感染,食管内异物 食管穿孔 感染,1.0
闭塞性动脉粥样硬化症,闭塞性动脉硬化,1.0
舌部麻木原因待查躯体形式障碍可能性大,躯体症状障碍,1.0
皮肤异色病样扁平苔藓LE,扁平苔癣 红斑狼疮,1.0
右腰部包块,腰部占位,1.0
头面部多处开放性损伤,头部多处开放性损伤 面部开放性损伤,1.0
胃癌全切术后恶性腹腔积液,胃术后 胃恶性肿瘤 癌 恶性腹腔积液,1.0
脑白质深部多发缺血脱髓鞘改变,脱髓鞘性白质脑病 脑血管供血不足,1.0
右膝ACL胫骨止点陈旧性撕脱性骨折,胫骨骨折,1.0
QT间期延长综合征,QT间期延长,1.0
绝经后期子宫内膜分泌期改变,绝经期,1.0
膝关节交锁待查,膝关节内部紊乱,1.0
先天性发育不良,先天性发育异常,1.0
糖尿病糖尿病肾病糖尿病视网膜病变,糖尿病 糖尿病性肾病 糖尿病性视网膜病变,1.0
心功能4级KILLIP分级,KillipIV级,1.0
胎儿异常胎儿部分肠管扩张胎儿透明隔腔增宽,先天性透明隔异常,1.0
子宫中分化子宫内膜样腺癌IIIA期术后一程化疗后,子宫恶性肿瘤 子宫内膜样腺癌 恶性肿瘤术后化疗,1.0
滤泡癌,滤泡性癌,1.0
右肺中叶肺不张,肺不张,1.0
结肠梗阴小肠功能缺失完全不能进食,结肠梗阻 肠功能紊乱,1.0
右侧输尿管上段结石伴轻度积水,输尿管结石 输尿管积水,1.0
细菌性阴道炎外阴炎,细菌性阴道炎 外阴炎,1.0
右手拇指关节皮缺损,皮肤缺损,1.0
右乳房皮肤Pagets病,乳腺恶性肿瘤 乳房佩吉特病,1.0
产后出血术中,产后即时出血,1.0
新生儿肺炎黄疸原因待查,新生儿肺炎 新生儿黄疸,1.0
左眼白内障术后,白内障 眼术后,1.0
停经23周院外B超提示胎儿上唇连续性中断,孕23周 胎儿畸形,1.0
肺转移 腹腔淋巴结转移,肺继发恶性肿瘤 腹腔淋巴结继发恶性肿瘤 转移性肿瘤,1.0
阴道前壁重度膨出达阴道口外后壁中度膨出,阴道前后壁脱垂,1.0
分泌期样子宫内膜伴息肉,子宫息肉,1.0
冠心合并肺心病心功能3级,肺源性心脏病 冠状动脉粥样硬化性心脏病 心功能III级NYHA分级,1.0
子宫内膜中分化子宫内膜样腺癌,子宫内膜样腺癌 子宫内膜恶性肿瘤,1.0
左腕正中神经粘连卡压,正中神经卡压综合征,1.0
脑缺血并周围神经病変脑记忆力减退,脑血管供血不足 多发性神经病多发性神经炎周围神经炎,1.0
非霍奇金淋巴瘤滤泡性,未特指的滤泡性非霍奇金淋巴瘤,1.0
糖尿病企业慢病,糖尿病,1.0
卵巢浆液性腺癌IIIC期,卵巢恶性肿瘤 浆液性腺癌,1.0
胃癌T4N2M0III期,胃恶性肿瘤 癌,1.0
左腹股沟斜疝高位结扎术后,腹股沟术后 单侧腹股沟斜疝,1.0
多发缺血性白质脱髓鞘改变,脱髓鞘性白质脑病 脑血管供血不足,1.0
肾组织慢性改变伴球性硬化,肾小球硬化,1.0
扩张型心脏病酒精性心脏病可能性大,扩张性心肌病充血性心肌病 酒精性心肌病,1.0
泛发性皮炎,皮炎,1.0
膝关节滑膜皱襞,膝关节滑膜皱襞综合征,1.0
胸颈椎退行性改,颈椎退行性病变 胸椎退行性病变,1.0
右足跟黑色素瘤双肺转移,足恶性肿瘤 恶性黑色素瘤 肺继发恶性肿瘤 转移性恶性黑色素瘤,1.0
左侧室管膜下囊肿,室管膜囊肿,1.0
十二指肠钩虫症,十二指肠钩虫病,1.0
胎儿超声异常永久性右脐,永久性右脐静脉,1.0
双眼脉络膜缺损右侧黄斑病变,视网膜病 先天性脉络膜缺损,1.0
产后乳汁自出,乳溢,1.0
神经症植物神经共紊乱,植物神经功能紊乱 神经症性障碍,1.0
右腕舟骨陈旧性骨不连,舟骨骨折不连接,1.0
心累气促血脂高CHD,血脂异常 冠状动脉粥样硬化性心脏病 呼吸短促,1.0
鼻咽未分化型非角化性癌综合治疗后,鼻咽恶性肿瘤 未分化的癌,1.0
右肺中叶支气管外压性狭窄,支气管狭窄,1.0
血象升高原因待查1血液系统疾病2其他,血液和造血器官未特指的疾病,1.0
直肠高中分化腺癌术后,直肠术后 直肠恶性肿瘤 腺癌,1.0
胃十二指肠多发溃疡伴幽门梗阻,胃溃疡 十二指肠溃疡 幽门梗阻,1.0
食道癌放疗,食管恶性肿瘤 癌 恶性肿瘤放疗,1.0
慢性粒单核细胞白血病,慢性粒单核细胞性白血病,1.0
肝癌术后 低蛋白血症 肝硬化,肝术后 肝恶性肿瘤 低蛋白血症 肝硬化 癌,1.0
先天性腭裂伴有唇裂,先天性唇腭裂,1.0
右肾透明细胞性肾细胞癌,肾恶性肿瘤 透明细胞癌,1.0
右乳导管内乳头状瘤可能,导管内乳头状瘤 乳腺良性肿瘤,1.0
宫颈上皮内瘤样变III级,子宫颈上皮内瘤变III级CINIII级,1.0
左手小指中节基底部陈旧性撕脱性骨折,指骨中节骨折 陈旧性指骨骨折,1.0
牙齿损伤,牙及相关组织损伤,1.0
慢性浅表性胃炎并糜烂,慢性浅表性胃炎 糜烂性胃炎,1.0
子宫腔息肉型恶性中胚叶混合瘤,子宫恶性肿瘤 中胚层混合瘤,1.0
宫颈高危HPV53高PRL血症,高泌乳素血症 人乳头瘤病毒感染,1.0
手脚发麻待查周围神经病变,多发性神经病多发性神经炎周围神经炎,1.0
前降支次全闭塞右冠和左旋支高度狭窄,冠状动脉狭窄 冠状动脉闭塞,1.0
乳癌术后骨转移严重骨质疏松肝损伤癌性疼痛,乳腺术后 乳腺恶性肿瘤 骨继发恶性肿瘤 重度骨质疏松 肝损伤 癌性疼痛 癌 转移性癌,1.0
高血压病左室舒张功能减退,高血压,1.0
神志模糊右肢无力待查,肢体无力 意识障碍,1.0
食管粘膜符合糖原棘皮症改变,糖原棘皮症,1.0
上肢恶性黑色素瘤,上肢恶性黑色素瘤 恶性黑色素瘤,1.0
心脏支架术后,冠状动脉支架植入术后状态,1.0
左迷走神经鞘膜瘤,迷走神经良性肿瘤 神经鞘膜瘤,1.0
多发性骨纤维发育反复不良伴性早熟综合征,多发性骨纤维发育不良伴性早熟综合征Albright综合征,1.0
右膝关节皮肤软组织损伤,膝关节损伤,1.0
非胰岛素依赖型糖尿病并眼部病变,非胰岛素依赖型糖尿病伴有眼的并发症,1.0
子宫纤维瘤,纤维瘤,1.0
左上肢背部玻璃割伤,上肢开放性损伤 背部开放性损伤 玻璃割伤,1.0
左眼视网膜全部脱落右眼部分脱离,视网膜脱离,1.0
右侧先天性手指侧弯,先天性指畸形,1.0
右足右侧腓骨下缘撕脱性骨折伴脱位,腓骨骨折 腓骨脱位,1.0
食管中上段鳞癌化疗后,食管中上段恶性肿瘤 鳞状细胞癌 化学治疗,1.0
结肠癌复发,结肠恶性肿瘤 癌 恶性肿瘤复发,1.0
肺囊性腺瘤样变,先天性腺瘤样肺囊肿,1.0
垂体泌乳素腺瘤术后,垂体泌乳素瘤 垂体术后,1.0
上呼吸道感染胃肠炎心累待查,上呼吸道感染 胃肠炎,1.0
糖尿病右下肢坏疽,糖尿病性坏疽,1.0
左侧额颞顶硬膜下积液右侧额颞硬膜下积液,硬脑膜下积液,1.0
输卵管未分化低分化癌,输卵管恶性肿瘤 未分化的癌,1.0
突发特发性听觉减退左耳,突发性聋,1.0
咽痒咳嗽1周,咳嗽,1.0
左下肢梭形细胞恶性肿瘤,下肢恶性肿瘤 梭形细胞型恶性肿瘤,1.0
左下肢针刺伤,下肢未特指的损伤水平未特指,1.0
双侧下颌第三磨牙阻生齿,阻生牙 埋伏牙,1.0
左肺上叶磨玻璃待查,肺诊断性影像异常,1.0
全身多发转移癌复治,多部位继发恶性肿瘤 转移性癌,1.0
冠心病KippipⅡ级,冠状动脉粥样硬化性心脏病 KillipII级,1.0
结肠癌pT4N0M0,结肠恶性肿瘤 癌,1.0
左足骨裂,足骨折未特指,1.0
双肾多发囊肿伴囊内结石,肾囊肿,1.0
周围神经病变化手脚麻木,多发性神经病多发性神经炎周围神经炎,1.0
紫外线灼伤躯干,紫外线辐射引起烧伤 躯干未特指的损伤水平未特指,1.0
肛周尖锐湿疣,肛门周围尖锐湿疣,1.0
左侧后腹膜考虑Castleman病,Castleman病,1.0
胎儿异常双胎之一右锁骨下动脉迷走可能,迷走锁骨下动脉畸形,1.0
右肾细胞Ca,肾恶性肿瘤 肾细胞癌,1.0
胃窦癌腹腔广泛淋巴结转移缺铁性贫血巨细胞贫血维生素缺乏胃食管反流消化道出血不除外恶心呕吐长期不能进食,胃窦恶性肿瘤 癌 腹腔淋巴结继发恶性肿瘤 缺铁性贫血 O 维生素缺乏 胃食管反流 O 恶心 呕吐 进食障碍,1.0
右肺中央型中分化鳞状细胞癌,右肺恶性肿瘤 鳞状细胞癌,1.0
皮下纤维瘤,纤维瘤,1.0
胸壁皮肤受侵,胸壁继发恶性肿瘤,1.0
右口底导管囊性扩张伴钙盐沉积,钙质沉着症,1.0
左乳导管扩张伴导管囊肿,乳腺导管扩张症 乳腺囊肿,1.0
支喘急发期中度发作,支气管哮喘急性发作中度,1.0
腹水症严重肝病,腹水 未特指的肝病,1.0
副乳头,副乳头,1.0
新生儿细菌性脓毒症,新生儿未特指的细菌性脓毒症,1.0
慢性胃十二指肠炎,胃十二指肠炎,1.0
多发性周围神经病营养障碍型,营养性周围神经病,1.0
胸段病变伴不全滩,不完全性瘫痪,1.0
右胫骨下段骨折24天,胫骨骨折,1.0
右颈面部鳞状细胞癌放化疗后,头面和颈部恶性肿瘤 鳞状细胞癌 恶性肿瘤放疗 化学治疗,1.0
鼻衄贫血待查失血性血小板减少性紫癜,鼻出血鼻衄 贫血 血小板减少性紫癜 失血性贫血,1.0
